name,type,isin,distribution_policy,yahoo_ticker,yahoo_exchange,yahoo_source_url,ordinary_tax_principle,ordinary_income_type,ask_eligible,tax_basis,tax_source_url,classification_as_of
Xtrackers World Equity Enhanced Active UCITS ETF 1C,ETF,IE00094GSCQ4,Akkumulerende,XEEW.L,LSE,https://finance.yahoo.com/quote/XEEW.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Accunia High Yield Strategies DKK,Investeringsforeninger,DK0061149036,Distribuerende,ACKHYS.CO,CPH,https://finance.yahoo.com/quote/ACKHYS.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
AI Alpha Lab Globale Aktier kl n,Investeringsforeninger,DK0062612644,Distribuerende,PMIAAN.CO,CPH,https://finance.yahoo.com/quote/PMIAAN.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
ANNOX Kvant Globale Aktier KL,Investeringsforeninger,DK0061272077,Akkumulerende,IAIKGA.CO,CPH,https://finance.yahoo.com/quote/IAIKGA.CO/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
BankInv Value GlobAktBrandes A,Investeringsforeninger,DK0060978716,Distribuerende,BAIVGABA.CO,CPH,https://finance.yahoo.com/quote/BAIVGABA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Bæredygtige Klimaobl A,Investeringsforeninger,DK0062265666,Distribuerende,BAIBKA.CO,CPH,https://finance.yahoo.com/quote/BAIBKA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Bæredygtige Klimaobl Akk. A,Investeringsforeninger,DK0062265823,Akkumulerende,BAIKAA.CO,CPH,https://finance.yahoo.com/quote/BAIKAA.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Danske Aktier,Investeringsforeninger,DK0016060346,Distribuerende,BAIDKAA.CO,CPH,https://finance.yahoo.com/quote/BAIDKAA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Danske Aktier Akk A,Investeringsforeninger,DK0060622967,Akkumulerende,BAIDKAAKA.CO,CPH,https://finance.yahoo.com/quote/BAIDKAAKA.CO/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
BankInvest EM Aktier Akk A,Investeringsforeninger,DK0062502621,Akkumulerende,BAIEMMAAA.CO,CPH,https://finance.yahoo.com/quote/BAIEMMAAA.CO/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
BankInvest EM Korte Obl A,Investeringsforeninger,DK0061540937,Distribuerende,BAIKOA.CO,CPH,https://finance.yahoo.com/quote/BAIKOA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest EM Korte Obligationer Akk. A,Investeringsforeninger,DK0062500682,Akkumulerende,BAIEMKOAA.CO,CPH,https://finance.yahoo.com/quote/BAIEMKOAA.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest EM Obl Lokalvaluta A,Investeringsforeninger,DK0060012037,Distribuerende,BAIEMOLVA.CO,CPH,https://finance.yahoo.com/quote/BAIEMOLVA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest EM Obligationer A,Investeringsforeninger,DK0016112832,Distribuerende,BAIEMOBA.CO,CPH,https://finance.yahoo.com/quote/BAIEMOBA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest EM Obligationer Akk. A,Investeringsforeninger,DK0060019552,Akkumulerende,BAIEMOAKA.CO,CPH,https://finance.yahoo.com/quote/BAIEMOAKA.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Emerging Markets Aktier A,Investeringsforeninger,DK0060516854,Distribuerende,BAIEMMAA.CO,CPH,https://finance.yahoo.com/quote/BAIEMMAA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Europæisk Forsvar Fremsyn,Investeringsforeninger,DK0064193726,Distribuerende,BAIFFK.CO,CPH,https://finance.yahoo.com/quote/BAIFFK.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Glb Akt Select A,Investeringsforeninger,DK0061409711,Distribuerende,BAIGASCTA.CO,CPH,https://finance.yahoo.com/quote/BAIGASCTA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Glb Akt Select AkA,Investeringsforeninger,DK0061410057,Akkumulerende,BAIGASCTAA.CO,CPH,https://finance.yahoo.com/quote/BAIGASCTAA.CO/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
BankInvest Global AI Plus Akk.,Investeringsforeninger,DK0065095094,Akkumulerende,BAIGAIPAKK.CO,CPH,https://finance.yahoo.com/quote/BAIGAIPAKK.CO/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
BankInvest Globale Aktier A,Investeringsforeninger,DK0061271426,Distribuerende,BAIGAA.CO,CPH,https://finance.yahoo.com/quote/BAIGAA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Globale Aktier Akk. A,Investeringsforeninger,DK0061271699,Akkumulerende,BAIGAAA.CO,CPH,https://finance.yahoo.com/quote/BAIGAAA.CO/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
BankInvest Globale Obligationer A,Investeringsforeninger,DK0061295870,Distribuerende,BAIGOA.CO,CPH,https://finance.yahoo.com/quote/BAIGOA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Globale Obligationer Akk. A,Investeringsforeninger,DK0061296175,Akkumulerende,BAIGOAA.CO,CPH,https://finance.yahoo.com/quote/BAIGOAA.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Højt Udbytte Aktier A,Investeringsforeninger,DK0060293538,Distribuerende,BAIHUAA.CO,CPH,https://finance.yahoo.com/quote/BAIHUAA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Højt Udbytte Aktier Akk. A,Investeringsforeninger,DK0061151362,Akkumulerende,BAIHU.CO,CPH,https://finance.yahoo.com/quote/BAIHU.CO/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
BankInvest Korte Danske Obl Akk. A,Investeringsforeninger,DK0060130318,Akkumulerende,BAIKDKOAKA.CO,CPH,https://finance.yahoo.com/quote/BAIKDKOAKA.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Korte Danske Obligationer,Investeringsforeninger,DK0016109614,Distribuerende,BAIKDOBA.CO,CPH,https://finance.yahoo.com/quote/BAIKDOBA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Korte HY Obligationer A,Investeringsforeninger,DK0061066255,Distribuerende,BAIKHYOA.CO,CPH,https://finance.yahoo.com/quote/BAIKHYOA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Lange Danske Obl. Akk. A,Investeringsforeninger,DK0061151016,Akkumulerende,BAILDKOAA.CO,CPH,https://finance.yahoo.com/quote/BAILDKOAA.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Lange Danske Obligationer,Investeringsforeninger,DK0016109531,Distribuerende,BAILDOBA.CO,CPH,https://finance.yahoo.com/quote/BAILDOBA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Mellemlange Danske Obl. A,Investeringsforeninger,DK0015908719,Distribuerende,BAIMDOA.CO,CPH,https://finance.yahoo.com/quote/BAIMDOA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Mellemlange DK Obl Akk. A,Investeringsforeninger,DK0062500849,Akkumulerende,BAIMLDKOAA.CO,CPH,https://finance.yahoo.com/quote/BAIMLDKOAA.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima 10 Akk. KL,Investeringsforeninger,DK0060335552,Akkumulerende,BIV10A.CO,CPH,https://finance.yahoo.com/quote/BIV10A.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima 10 KL,Investeringsforeninger,DK0060762540,Distribuerende,BIV10.CO,CPH,https://finance.yahoo.com/quote/BIV10.CO/,realisations,kapitalindkomst,no,VP 2026: 1/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima 30 Akk KL,Investeringsforeninger,DK0060745966,Akkumulerende,BIV30A.CO,CPH,https://finance.yahoo.com/quote/BIV30A.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima 30 KL,Investeringsforeninger,DK0060762623,Distribuerende,BIV30.CO,CPH,https://finance.yahoo.com/quote/BIV30.CO/,realisations,kapitalindkomst,no,VP 2026: 1/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima 55 Akk. KL,Investeringsforeninger,DK0060335636,Akkumulerende,BIV55A.CO,CPH,https://finance.yahoo.com/quote/BIV55A.CO/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
BankInvest Optima 55 KL,Investeringsforeninger,DK0060762706,Distribuerende,BIV55.CO,CPH,https://finance.yahoo.com/quote/BIV55.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima 75 Akk. KL,Investeringsforeninger,DK0060089092,Akkumulerende,BIV75A.CO,CPH,https://finance.yahoo.com/quote/BIV75A.CO/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
BankInvest Optima 75 KL,Investeringsforeninger,DK0060762896,Distribuerende,BIV75.CO,CPH,https://finance.yahoo.com/quote/BIV75.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima Aktier Akk. KL,Investeringsforeninger,DK0061152410,Akkumulerende,BIVOAA.CO,CPH,https://finance.yahoo.com/quote/BIVOAA.CO/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
BankInvest Optima Aktier KL,Investeringsforeninger,DK0061533569,Distribuerende,BIVOPA.CO,CPH,https://finance.yahoo.com/quote/BIVOPA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima Bæredygtig Omtanke 10,Investeringsforeninger,DK0063180880,Distribuerende,BIVO10.CO,CPH,https://finance.yahoo.com/quote/BIVO10.CO/,realisations,kapitalindkomst,no,VP 2026: 1/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima Bæredygtig Omtanke 30,Investeringsforeninger,DK0063180963,Distribuerende,BIVO30.CO,CPH,https://finance.yahoo.com/quote/BIVO30.CO/,realisations,kapitalindkomst,no,VP 2026: 1/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima Bæredygtig Omtanke 55,Investeringsforeninger,DK0063181185,Distribuerende,BIVO55.CO,CPH,https://finance.yahoo.com/quote/BIVO55.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima Bæredygtig Omtanke 75,Investeringsforeninger,DK0063181268,Distribuerende,BIVO75.CO,CPH,https://finance.yahoo.com/quote/BIVO75.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima Rente A,Investeringsforeninger,DK0061272747,Distribuerende,BIVORA.CO,CPH,https://finance.yahoo.com/quote/BIVORA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Optima Rente Akk. A,Investeringsforeninger,DK0061272903,Akkumulerende,BIVOPRAA.CO,CPH,https://finance.yahoo.com/quote/BIVOPRAA.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Virksomhedsobl IG Akk. A,Investeringsforeninger,DK0060019636,Akkumulerende,BAIVOIGAKA.CO,CPH,https://finance.yahoo.com/quote/BAIVOIGAKA.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Virksomhedsobligationer HY A,Investeringsforeninger,DK0060461424,Distribuerende,BAIVOHYA.CO,CPH,https://finance.yahoo.com/quote/BAIVOHYA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BankInvest Virksomhedsobligationer IG,Investeringsforeninger,DK0010296813,Distribuerende,BAIVOIGA.CO,CPH,https://finance.yahoo.com/quote/BAIVOIGA.CO/,realisations,kapitalindkomst,no,VP 2026: 1/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BIX Globale Aktier Indeks KL,Investeringsforeninger,DK0061133709,Distribuerende,BXIGAI.CO,CPH,https://finance.yahoo.com/quote/BXIGAI.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
BIX USA Aktier Indeks A,Investeringsforeninger,DK0061279163,Distribuerende,BXIUSAAIA.CO,CPH,https://finance.yahoo.com/quote/BXIUSAAIA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
C WorldWide Asien KL A,Investeringsforeninger,DK0060057644,Distribuerende,CWIASKLA.CO,CPH,https://finance.yahoo.com/quote/CWIASKLA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
C WorldWide Emerging Markets KL,Investeringsforeninger,DK0015945166,Distribuerende,CWIEMMKL.CO,CPH,https://finance.yahoo.com/quote/CWIEMMKL.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
C WorldWide Globale Aktier - AKK KL A,Investeringsforeninger,DK0060655702,Akkumulerende,CWIGAAKKKLA.CO,CPH,https://finance.yahoo.com/quote/CWIGAAKKKLA.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
C WorldWide Globale Aktier Etik KL,Investeringsforeninger,DK0060287217,Distribuerende,CWIGAEKLUDL.CO,CPH,https://finance.yahoo.com/quote/CWIGAEKLUDL.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
C WorldWide Globale Aktier KL A,Investeringsforeninger,DK0010157965,Distribuerende,CWIGAKLA.CO,CPH,https://finance.yahoo.com/quote/CWIGAKLA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
C WorldWide Indien KL A,Investeringsforeninger,DK0061534963,Distribuerende,CWIIA.CO,CPH,https://finance.yahoo.com/quote/CWIIA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
C WorldWide Stabile Aktier KL A,Investeringsforeninger,DK0010312529,Distribuerende,CWISAKTKLA.CO,CPH,https://finance.yahoo.com/quote/CWISAKTKLA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Carnegie Wealth Management Nordiske Akt,Investeringsforeninger,DK0061136058,Distribuerende,CMINOA.CO,CPH,https://finance.yahoo.com/quote/CMINOA.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Climate Transition Bonds KL N,Investeringsforeninger,DK0063179445,Akkumulerende,PMICTBKLN.CO,CPH,https://finance.yahoo.com/quote/PMICTBKLN.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Dannebr Mellemla. Obl kl DKKd,Investeringsforeninger,DK0010078070,Distribuerende,DKIDMOBL.CO,CPH,https://finance.yahoo.com/quote/DKIDMOBL.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Danske Korte Obl kl DKK d,Investeringsforeninger,DK0016290422,Distribuerende,DKIKO.CO,CPH,https://finance.yahoo.com/quote/DKIKO.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Danske Lange Obl kl DKKd,Investeringsforeninger,DK0016105380,Distribuerende,DKIDKLOBL.CO,CPH,https://finance.yahoo.com/quote/DKIDKLOBL.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Euro Inv Grade-Obl kl DKKdh,Investeringsforeninger,DK0060448751,Distribuerende,DKIEIGO.CO,CPH,https://finance.yahoo.com/quote/DKIEIGO.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Europa Højt Udb Akk kl DKK,Investeringsforeninger,DK0060058618,Akkumulerende,DKIEUHUAKLDKK.CO,CPH,https://finance.yahoo.com/quote/DKIEUHUAKLDKK.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Europa Højt Udbytte kl DKK d,Investeringsforeninger,DK0016253651,Distribuerende,DKIEAUHU.CO,CPH,https://finance.yahoo.com/quote/DKIEAUHU.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Europa Indeks BNP KL DKK d,Investeringsforeninger,DK0015737563,Distribuerende,DKIEUIXBNP.CO,CPH,https://finance.yahoo.com/quote/DKIEUIXBNP.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Europa Indeks KL DKK d,Investeringsforeninger,DK0010266311,Distribuerende,DKIEUIX.CO,CPH,https://finance.yahoo.com/quote/DKIEUIX.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Europa Small Cap Akk kl DKK,Investeringsforeninger,DK0060640191,Akkumulerende,DKIEUSCADKK.CO,CPH,https://finance.yahoo.com/quote/DKIEUSCADKK.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
"Danske Inv Glo High Yield-Obl, kl DKKdh",Investeringsforeninger,DK0060448918,Distribuerende,DKIGHYB.CO,CPH,https://finance.yahoo.com/quote/DKIGHYB.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
"Danske Inv Glo Lange Indeksobl, kl DKKdh",Investeringsforeninger,DK0060187771,Distribuerende,DKIGLIO.CO,CPH,https://finance.yahoo.com/quote/DKIGLIO.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
"Danske Inv Global Indeks, kl DKK d",Investeringsforeninger,DK0010263052,Distribuerende,DKIGI.CO,CPH,https://finance.yahoo.com/quote/DKIGI.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Globale Obligationsmark KL,Investeringsforeninger,DK0016255193,Distribuerende,DKIGOM.CO,CPH,https://finance.yahoo.com/quote/DKIGOM.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
"Danske Inv Globale Virk obl, kl DKK d h",Investeringsforeninger,DK0016075294,Distribuerende,DKIGLOVO.CO,CPH,https://finance.yahoo.com/quote/DKIGLOVO.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv GloLangeIndeksobl Akk kl DKKh,Investeringsforeninger,DK0060140705,Akkumulerende,DKIGLIADKKH.CO,CPH,https://finance.yahoo.com/quote/DKIGLIADKKH.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv GloMellemlang IndObl kl DKKdh,Investeringsforeninger,DK0060550523,Distribuerende,DKIGMI.CO,CPH,https://finance.yahoo.com/quote/DKIGMI.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Mix Ob Akk kl DKK h,Investeringsforeninger,DK0060010924,Akkumulerende,DKIMOA.CO,CPH,https://finance.yahoo.com/quote/DKIMOA.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Inv Nordiske Virk.obl Akk KL,Investeringsforeninger,DK0060500502,Akkumulerende,DKINVO.CO,CPH,https://finance.yahoo.com/quote/DKINVO.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
"Danske Inv Nye Mark Obl, kl DKK d h",Investeringsforeninger,DK0016209323,Distribuerende,DKINMOBL.CO,CPH,https://finance.yahoo.com/quote/DKINMOBL.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Danmark Akk KL DKK,Investeringsforeninger,DK0016208515,Akkumulerende,DKIDKA.CO,CPH,https://finance.yahoo.com/quote/DKIDKA.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Danmark Fokus KL DKK d,Investeringsforeninger,DK0060244325,Distribuerende,DKIDKF.CO,CPH,https://finance.yahoo.com/quote/DKIDKF.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Danmark Indeks KL DKK d,Investeringsforeninger,DK0010266238,Distribuerende,DKIDKIX.CO,CPH,https://finance.yahoo.com/quote/DKIDKIX.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Danmark KL DKK d,Investeringsforeninger,DK0010252873,Distribuerende,DKIDK.CO,CPH,https://finance.yahoo.com/quote/DKIDK.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Euro HY Obl kl DKK d h,Investeringsforeninger,DK0060486843,Distribuerende,DKIEUHYODKKDH.CO,CPH,https://finance.yahoo.com/quote/DKIEUHYODKKDH.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Euro HY-Obl - Akk kl DKK h,Investeringsforeninger,DK0060497378,Akkumulerende,DKIEUHYOAKKDKKH.CO,CPH,https://finance.yahoo.com/quote/DKIEUHYOAKKDKKH.CO/,lager,kapitalindkomst,no,VP 2026: 8/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Europa 2 KL,Investeringsforeninger,DK0010245901,Distribuerende,DKIEU2KL.CO,CPH,https://finance.yahoo.com/quote/DKIEU2KL.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Europa Akk KL DKK h,Investeringsforeninger,DK0016290265,Akkumulerende,DKIEUADKKH.CO,CPH,https://finance.yahoo.com/quote/DKIEUADKKH.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Europa KL DKK d,Investeringsforeninger,DK0010252956,Distribuerende,DKIEU.CO,CPH,https://finance.yahoo.com/quote/DKIEU.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Europa Small Cap KL DKK d,Investeringsforeninger,DK0060046019,Distribuerende,DKIEUSC.CO,CPH,https://finance.yahoo.com/quote/DKIEUSC.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Fjernøsten Indeks KL DKK d,Investeringsforeninger,DK0010207141,Distribuerende,DKINMAI.CO,CPH,https://finance.yahoo.com/quote/DKINMAI.CO/,realisations,aktieindkomst,yes,VP 2026: 1/A,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Fonde KL DKK d,Investeringsforeninger,DK0015989610,Distribuerende,DKIFO.CO,CPH,https://finance.yahoo.com/quote/DKIFO.CO/,realisations,kapitalindkomst,no,VP 2026: 1/O,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
Danske Invest Global Indeks 2 - Akk,Investeringsforeninger,DK0063068028,Akkumulerende,DKIGI2AKK.CO,CPH,https://finance.yahoo.com/quote/DKIGI2AKK.CO/,lager,kapitalindkomst,no,VP 2026: 8/B,https://info.skat.dk/data.aspx?oid=2460620,2026-02-01
